FranchiseeName,FranchiseeID,StoreID,StoreName
Field Sturgeon,2474,102491,102491 - Hermina
Anni Konke,2546,102490,102490 - Basil
Barclay Gagan,2290,102489,102489 - Anniversary
Riley Arndell,2680,102488,102488 - Vernon
Chester Lilie,2685,102488,102488 - Vernon
Anni Konke,2546,102487,102487 - Green Ridge
Ashley Roblett,2491,102486,102486 - Mariners Cove
Dwight Jenkison,2494,102485,102485 - Brown
Neile Siss,2238,102484,102484 - Dapin
Neile Siss,2238,102483,102483 - Blackbird
Neile Siss,2238,102482,102482 - Dayton
Dwight Jenkison,2494,102481,102481 - Northport
Peter Figurski,2485,102480,102480 - Grasskamp
Dwight Jenkison,2494,102479,102479 - Arizona
Berri Moggan,2025,102478,102478 - Dottie
Farley Tolomei,2618,102477,102477 - Carey
Ali Slowly,2044,102476,102476 - Grim
Peter Figurski,2485,102475,102475 - Schmedeman
Anni Konke,2546,102474,102474 - Crownhardt
Petunia Fonzo,2601,102473,102473 - Sunfield
Cchaddie Boskell,2203,102472,102472 - Welch
Petunia Fonzo,2601,102471,102471 - Starling
Joel Thomelin,2080,102470,102470 - Westport
Kenn Backson,2665,102469,102469 - Novick
Petunia Fonzo,2601,102468,102468 - Green Ridge
Nance Vaisey,2654,102467,102467 - Meadow Ridge
Kane McCrudden,2027,102466,102466 - Londonderry
Mariel Balden,2205,102465,102465 - Oakridge
Gerrilee MacArd,2572,102464,102464 - Farragut
Chester Kunneke,2314,102463,102463 - Amoth
Moishe Alleburton,2180,102462,102462 - Lotheville
Kane McCrudden,2027,102461,102461 - Susan
Moishe Alleburton,2180,102460,102460 - Fremont
Petunia Fonzo,2601,102459,102459 - Packers
Petunia Fonzo,2601,102458,102458 - Stang
Ali Slowly,2044,102457,102457 - Texas
Ali Slowly,2044,102456,102456 - Ilene
Riordan Klais,2370,102455,102455 - Arizona
Eryn Tathacott,2320,102454,102454 - Rockefeller
Jacquenette Vettore,2634,102453,102453 - Bellgrove
Kathleen Ohms,2562,102452,102452 - Packers
Jacquenette Vettore,2634,102451,102451 - Bluejay
Timothee Lock,2688,102450,102450 - Bashford
Zeke Patrie,2160,102449,102449 - Porter
Sigismond Lednor,2298,102448,102448 - Graceland
Sigismond Lednor,2298,102447,102447 - Morrow
Anni Konke,2546,102446,102446 - Sage
Nicola Rapper,2630,102445,102445 - Village
Conant Delyth,2467,102444,102444 - Boyd
Tracie Olyff,2450,102443,102443 - Lyons
Sigismond Lednor,2298,102442,102442 - Northridge
Joel Thomelin,2080,102441,102441 - Iowa
Berri Moggan,2025,102440,102440 - Mayer
Tracie Olyff,2450,102439,102439 - Springs
Levin Stroder,2139,102438,102438 - Artisan
Rachele Corbishley,2670,102437,102437 - Continental
Terese Gainsboro,2045,102436,102436 - Muir
Jacquenette Vettore,2634,102435,102435 - Dayton
Pooh Posner,2049,102434,102434 - Schlimgen
Jacquenette Vettore,2634,102433,102433 - Vernon
Mariel Balden,2205,102432,102432 - Little Fleur
Bethany Bauser,2332,102431,102431 - Daystar
Octavia Blaymires,2299,102430,102430 - Spaight
Sigismond Lednor,2298,102429,102429 - Del Sol
Kin Bracchi,2267,102428,102428 - Chive
Field Sturgeon,2474,102427,102427 - Luster
Kin Bracchi,2267,102426,102426 - Luster
Falkner Tison,2668,102425,102425 - Porter
Ali Slowly,2044,102424,102424 - 2nd
Jennine Greaser,2075,102423,102423 - Bartillon
Kin Bracchi,2267,102422,102422 - Tony
Gale Hagerty,2013,102421,102421 - 5th
Sigismond Lednor,2298,102420,102420 - Laurel
Petunia Fonzo,2601,102419,102419 - Prairie Rose
Farand Mahady,2682,102418,102418 - Merrick
Nance Vaisey,2654,102417,102417 - Mariners Cove
Field Sturgeon,2474,102416,102416 - Lakewood Gardens
Trista Trodler,2258,102415,102415 - Fieldstone
Zeke Patrie,2160,102414,102414 - Nelson
Silvester Rentoll,2473,102413,102413 - Bobwhite
Clarice Pyffe,2022,102412,102412 - Mifflin
Nicola Rapper,2630,102411,102411 - Tennessee
Joel Thomelin,2080,102410,102410 - Golf Course
Petunia Fonzo,2601,102409,102409 - Buell
Samuele Tudor,2250,102408,102408 - Scoville
Joel Thomelin,2080,102407,102407 - Sullivan
Sigismond Lednor,2298,102406,102406 - Iowa
Terese Gainsboro,2045,102405,102405 - Blue Bill Park
Jacquenette Vettore,2634,102404,102404 - Westend
Ali Slowly,2044,102403,102403 - Acker
Gale Hagerty,2013,102402,102402 - Claremont
Jennine Greaser,2075,102401,102401 - Crownhardt
Field Sturgeon,2474,102400,102400 - Village
Silvester Rentoll,2473,102399,102399 - Thompson
Ashley Roblett,2491,102398,102398 - Maryland
Sharl McGarvey,2683,102397,102397 - Briar Crest
Octavia Blaymires,2299,102396,102396 - Eagle Crest
Petunia Fonzo,2601,102395,102395 - Talmadge
Zebedee Eke,2149,102394,102394 - Banding
Ali Slowly,2044,102393,102393 - Erie
Chester Kunneke,2314,102392,102392 - Shasta
Sigismond Lednor,2298,102391,102391 - Judy
Tracie Olyff,2450,102390,102390 - Moland
Mariel Balden,2205,102389,102389 - Glendale
Moishe Alleburton,2180,102388,102388 - Mayfield
Moishe Alleburton,2180,102387,102387 - Di Loreto
Nance Vaisey,2654,102386,102386 - Kedzie
Christina Regis,2693,102385,102385 - Oak Valley
Petunia Fonzo,2601,102384,102384 - New Castle
Bliss Milliken,2211,102383,102383 - Mayfield
Berri Moggan,2025,102382,102382 - New Castle
Peter Figurski,2485,102381,102381 - Oneill
Donnie Kliement,2345,102380,102380 - Pond
Zebedee Eke,2149,102379,102379 - Bashford
Abigale Kindred,2496,102378,102378 - Goodland
Sigismond Lednor,2298,102377,102377 - Namekagon
Clarice Pyffe,2022,102376,102376 - Atwood
Clarice Pyffe,2022,102375,102375 - Charing Cross
Evita Perrelli,2340,102374,102374 - Clove
Ruthi Copozio,2512,102373,102373 - Bay
Ginny Barttrum,2545,102372,102372 - Melrose
Levin Stroder,2139,102371,102371 - Rigney
Gerhardine Okey,2198,102370,102370 - Lakewood Gardens
Morten Garstang,2127,102370,102370 - Lakewood Gardens
Ruthi Copozio,2512,102369,102369 - Brown
Ruthi Copozio,2512,102368,102368 - Mockingbird
Leonelle Berrington,2165,102367,102367 - Mayfield
Leonelle Berrington,2165,102366,102366 - Red Cloud
Ginny Barttrum,2545,102365,102365 - Kensington
Trista Trodler,2258,102364,102364 - Badeau
Gerhardine Okey,2198,102363,102363 - Colorado
Morten Garstang,2127,102363,102363 - Colorado
Merrick MacQuist,2133,102362,102362 - Memorial
Gerhardine Okey,2198,102361,102361 - Morningstar
Ruthi Copozio,2512,102360,102360 - Green
Ginny Barttrum,2545,102359,102359 - Upham
Willyt Beazley,2099,102358,102358 - Pankratz
Ruthi Copozio,2512,102357,102357 - Grover
Morten Garstang,2127,102356,102356 - 6th
Evita Perrelli,2340,102355,102355 - Onsgard
Ruthi Copozio,2512,102354,102354 - Vahlen
Concettina Poultney,2556,102353,102353 - Kim
Kin Bracchi,2267,102352,102352 - Havey
Concettina Poultney,2556,102351,102351 - Meadow Valley
Merrick MacQuist,2133,102350,102350 - Rieder
Morten Garstang,2127,102349,102349 - Kenwood
Margaretta Davley,2595,102348,102348 - Charing Cross
Moishe Alleburton,2180,102347,102347 - Nancy
Walden Shirley,2508,102346,102346 - Judy
Shanta Stammers,2660,102345,102345 - Del Sol
Merrick MacQuist,2133,102344,102344 - Amoth
Concettina Poultney,2556,102343,102343 - Mosinee
Timothee Lock,2688,102342,102342 - 7th
Klara Parcall,2427,102341,102341 - East
Willyt Beazley,2099,102340,102340 - Mitchell
Evita Perrelli,2340,102339,102339 - Eastlawn
Dwight Jenkison,2494,102338,102338 - Cardinal
Evita Perrelli,2340,102337,102337 - Birchwood
Ginny Barttrum,2545,102336,102336 - Thierer
Beverlee Sclater,2145,102335,102335 - Village Green
Jami Moralis,2288,102334,102334 - Service
Beverlee Sclater,2145,102333,102333 - Annamark
Katha Hindenberger,2434,102332,102332 - Express
Glen Crampsy,2012,102331,102331 - Helena
Auroora Yonnie,2232,102330,102330 - Brickson Park
Katha Hindenberger,2434,102329,102329 - Warner
Samuel Talton,2588,102328,102328 - Meadow Vale
Lilli Meekin,2653,102327,102327 - Everett
Atlante Cawley,2148,102327,102327 - Everett
Beverlee Sclater,2145,102326,102326 - Pearson
Kelcy Flagg,2612,102325,102325 - Luster
Auberon Learmont,2063,102324,102324 - Independence
Atlante Cawley,2148,102323,102323 - Alpine
Lilli Meekin,2653,102323,102323 - Alpine
Glen Crampsy,2012,102322,102322 - Lindbergh
Samuel Talton,2588,102321,102321 - Badeau
Atlante Cawley,2148,102320,102320 - Union
Samuel Talton,2588,102319,102319 - Stone Corner
Betta Andell,2505,102318,102318 - Northport
Raoul Beach,2297,102317,102317 - Pearson
Samuel Talton,2588,102316,102316 - Dahle
Ariel O'Kerin,2655,102315,102315 - Manitowish
Atlante Cawley,2148,102314,102314 - Brown
Ezekiel Harcase,2231,102313,102313 - Karstens
Auroora Yonnie,2232,102312,102312 - Lakewood Gardens
Jami Moralis,2288,102311,102311 - Debs
Emmett Willgoss,2226,102310,102310 - Utah
Emmett Willgoss,2226,102309,102309 - Hintze
Maxim Bursnell,2440,102308,102308 - Continental
Theodor Jeannel,2089,102307,102307 - Trailsway
Betta Andell,2505,102306,102306 - Crest Line
Jami Moralis,2288,102305,102305 - Sachs
Betta Andell,2505,102304,102304 - East
Beverlee Sclater,2145,102303,102303 - Claremont
Theodor Jeannel,2089,102302,102302 - Schiller
Raoul Beach,2297,102301,102301 - Scoville
Atlante Cawley,2148,102300,102300 - Nobel
Lilli Meekin,2653,102300,102300 - Nobel
Emmett Willgoss,2226,102299,102299 - Debra
Atlante Cawley,2148,102298,102298 - Tomscot
Kelcy Flagg,2612,102297,102297 - Nobel
Auroora Yonnie,2232,102296,102296 - Shoshone
Janis Capron,2137,102295,102295 - Dorton
Jami Moralis,2288,102294,102294 - Iowa
Hyacinthie Boncore,2337,102293,102293 - Towne
Katha Hindenberger,2434,102292,102292 - Rieder
Betta Andell,2505,102291,102291 - Towne
Jami Moralis,2288,102290,102290 - Glacier Hill
Lacie McGillivrie,2325,102289,102289 - Homewood
Ezekiel Harcase,2231,102288,102288 - Hoepker
Lacie McGillivrie,2325,102287,102287 - Spenser
Ad Broggio,2661,102286,102286 - Tennyson
Emmett Willgoss,2226,102285,102285 - Barnett
Janis Capron,2137,102284,102284 - Becker
Theodor Jeannel,2089,102283,102283 - Lawn
Philomena Cordeau,2631,102282,102282 - Fairview
Theodor Jeannel,2089,102281,102281 - Green Ridge
Ezekiel Harcase,2231,102280,102280 - Susan
Maxim Bursnell,2440,102279,102279 - Dwight
Emmett Willgoss,2226,102278,102278 - Memorial
Dorothea Yurivtsev,2270,102277,102277 - Boyd
Dorothea Yurivtsev,2270,102276,102276 - Haas
Emmett Willgoss,2226,102275,102275 - Clyde Gallagher
Ezekiel Harcase,2231,102274,102274 - Debra
Ezekiel Harcase,2231,102273,102273 - Fulton
Ezekiel Harcase,2231,102272,102272 - Fallview
Ad Broggio,2661,102271,102271 - Vermont
Willow Grahl,2306,102270,102270 - Toban
Ariel O'Kerin,2655,102269,102269 - Menomonie
Hyacinthie Boncore,2337,102268,102268 - Mcguire
Alfie Byrne,2376,102268,102268 - Mcguire
Lacie McGillivrie,2325,102267,102267 - Scofield
Emmett Willgoss,2226,102266,102266 - Granby
Emmett Willgoss,2226,102265,102265 - Carberry
Ezekiel Harcase,2231,102264,102264 - Victoria
Ad Broggio,2661,102263,102263 - Tony
Evelina Ervin,2191,102262,102262 - Oak Valley
Evelina Ervin,2191,102261,102261 - Norway Maple
Maxim Bursnell,2440,102261,102261 - Norway Maple
Emmett Willgoss,2226,102260,102260 - Butterfield
Emmett Willgoss,2226,102259,102259 - Sauthoff
Maxim Bursnell,2440,102258,102258 - Truax
Mavra Mackneis,2421,102257,102257 - Randy
Imojean Gooly,2510,102256,102256 - Trailsway
Ezekiel Harcase,2231,102255,102255 - High Crossing
Willow Grahl,2306,102254,102254 - Meadow Vale
Ariel O'Kerin,2655,102253,102253 - Moose
Dorothea Yurivtsev,2270,102252,102252 - Bobwhite
Emmett Willgoss,2226,102251,102251 - Goodland
Willow Grahl,2306,102250,102250 - North
Philomena Cordeau,2631,102249,102249 - Schlimgen
Emmett Willgoss,2226,102248,102248 - Division
Ariel O'Kerin,2655,102247,102247 - Dottie
Velvet Collingwood,2341,102246,102246 - Schurz
Jamil Kennagh,2448,102245,102245 - Coolidge
Lacy Foddy,2566,102244,102244 - Merchant
Velvet Collingwood,2341,102243,102243 - Grim
Hoyt Reimers,2318,102242,102242 - Fallview
Tasia Fradson,2037,102241,102241 - Corscot
Tasia Fradson,2037,102240,102240 - Warner
Albie Petracchi,2361,102239,102239 - Briar Crest
Ibrahim Frounks,2449,102238,102238 - Dennis
Wilfrid Chancellor,2542,102237,102237 - Almo
Albie Petracchi,2361,102236,102236 - Menomonie
Karrie Greenway,2584,102235,102235 - Reindahl
Wilfrid Chancellor,2542,102234,102234 - Twin Pines
Ailee Kobpac,2017,102233,102233 - Moose
Albie Petracchi,2361,102232,102232 - Onsgard
Lewiss Al Hirsi,2583,102231,102231 - Killdeer
Wilfrid Chancellor,2542,102230,102230 - Weeping Birch
Wilmette Moen,2279,102229,102229 - Heffernan
Ximenes Cocke,2142,102228,102228 - Moland
Hoyt Reimers,2318,102227,102227 - Bartillon
Tasia Fradson,2037,102226,102226 - Warbler
Lewiss Al Hirsi,2583,102225,102225 - Debs
Lewiss Al Hirsi,2583,102224,102224 - Grayhawk
Ailee Kobpac,2017,102223,102223 - Walton
Ibrahim Frounks,2449,102222,102222 - Carioca
Hoyt Reimers,2318,102221,102221 - Fallview
Albie Petracchi,2361,102220,102220 - Bashford
Hoyt Reimers,2318,102219,102219 - Macpherson
Albie Petracchi,2361,102218,102218 - Heffernan
Lewiss Al Hirsi,2583,102217,102217 - Dexter
Wilmette Moen,2279,102216,102216 - Garrison
Giacobo Gillbanks,2571,102215,102215 - Red Cloud
Wilfrid Chancellor,2542,102214,102214 - Northland
Albie Petracchi,2361,102213,102213 - Kinsman
Lewiss Al Hirsi,2583,102212,102212 - Declaration
Albie Petracchi,2361,102211,102211 - Hallows
Creight Lawton,2652,102210,102210 - Schiller
Hoyt Reimers,2318,102209,102209 - Cascade
Lu O'Kenny,2271,102208,102208 - Mcguire
Hoyt Reimers,2318,102207,102207 - Starling
Creight Lawton,2652,102206,102206 - Scofield
Lewiss Al Hirsi,2583,102205,102205 - Superior
Albie Petracchi,2361,102204,102204 - Moose
Ailee Kobpac,2017,102203,102203 - Eagle Crest
Wilmette Moen,2279,102202,102202 - Northridge
Concordia Banker,2082,102201,102201 - Mallory
Lewiss Al Hirsi,2583,102200,102200 - Florence
Curry Jowett,2386,102199,102199 - Arkansas
Karrie Greenway,2584,102198,102198 - Banding
Steve Paal,2367,102197,102197 - Tennyson
Sherman Boustead,2302,102197,102197 - Tennyson
Tasia Fradson,2037,102196,102196 - Steensland
Tasia Fradson,2037,102195,102195 - Wayridge
Wilfrid Chancellor,2542,102194,102194 - Sutherland
Ailee Kobpac,2017,102193,102193 - Hudson
Bordy Humphries,2260,102192,102192 - Merchant
Albie Petracchi,2361,102191,102191 - Bonner
Karna Royds,2030,102190,102190 - Becker
Concordia Banker,2082,102189,102189 - Center
Lewiss Al Hirsi,2583,102188,102188 - Everett
Karna Royds,2030,102187,102187 - Stoughton
Hoyt Reimers,2318,102186,102186 - Manitowish
Hoyt Reimers,2318,102185,102185 - Monterey
Steve Paal,2367,102184,102184 - Comanche
Karrie Greenway,2584,102183,102183 - School
Albie Petracchi,2361,102182,102182 - Miller
Albie Petracchi,2361,102181,102181 - Prentice
Lewiss Al Hirsi,2583,102180,102180 - Jay
Ibrahim Frounks,2449,102179,102179 - Merrick
Sherman Boustead,2302,102178,102178 - Fuller
Ximenes Cocke,2142,102178,102178 - Fuller
Federica Blann,2224,102177,102177 - Tony
Ibrahim Frounks,2449,102176,102176 - Pierstorff
Giacinta Raggles,2038,102175,102175 - Eastwood
Karrie Greenway,2584,102174,102174 - Quincy
Lewiss Al Hirsi,2583,102173,102173 - Melody
Albie Petracchi,2361,102172,102172 - Bultman
Bordy Humphries,2260,102171,102171 - Mandrake
Wilmette Moen,2279,102170,102170 - Northwestern
Josias Harbisher,2009,102169,102169 - Lindbergh
Albie Petracchi,2361,102168,102168 - Stuart
Hoyt Reimers,2318,102167,102167 - Surrey
Wilfrid Chancellor,2542,102166,102166 - Comanche
Ailee Kobpac,2017,102165,102165 - Hanover
Karna Royds,2030,102164,102164 - Gina
Hoyt Reimers,2318,102163,102163 - Farragut
Karrie Greenway,2584,102162,102162 - Westerfield
Albie Petracchi,2361,102161,102161 - Graedel
Concordia Banker,2082,102160,102160 - Fallview
Lewiss Al Hirsi,2583,102159,102159 - Dovetail
Hoyt Reimers,2318,102158,102158 - Ilene
Ailee Kobpac,2017,102157,102157 - Gateway
Albie Petracchi,2361,102156,102156 - Springview
Albie Petracchi,2361,102155,102155 - Schmedeman
Curry Jowett,2386,102154,102154 - Hollow Ridge
Wilmette Moen,2279,102153,102153 - Alpine
Lewiss Al Hirsi,2583,102152,102152 - Dexter
Chrisy Buscher,2018,102151,102151 - Florence
Ibrahim Frounks,2449,102150,102150 - Lakewood
Wilfrid Chancellor,2542,102149,102149 - Iowa
Hoyt Reimers,2318,102148,102148 - Nevada
Sherman Boustead,2302,102147,102147 - Lindbergh
Steve Paal,2367,102147,102147 - Lindbergh
Elianore Saturley,2388,102146,102146 - Esker
Giacobo Gillbanks,2571,102145,102145 - Lotheville
Alfie Byrne,2376,102144,102144 - Farmco
Albie Petracchi,2361,102143,102143 - Northland
Concordia Banker,2082,102142,102142 - Blackbird
Ximenes Cocke,2142,102141,102141 - Independence
Bordy Humphries,2260,102140,102140 - Helena
Steve Paal,2367,102139,102139 - Anniversary
Ailee Kobpac,2017,102138,102138 - Brown
Bordy Humphries,2260,102137,102137 - Delladonna
Lu O'Kenny,2271,102136,102136 - 5th
Concordia Banker,2082,102135,102135 - East
Curry Jowett,2386,102134,102134 - Huxley
Hoyt Reimers,2318,102133,102133 - Schmedeman
Albie Petracchi,2361,102132,102132 - Stuart
Curry Jowett,2386,102131,102131 - Butterfield
Hoyt Reimers,2318,102130,102130 - Oriole
Dorelle Page,2673,102129,102129 - Trailsway
Charmion Cambell,2499,102128,102128 - Trailsway
Ximenes Cocke,2142,102127,102127 - Springs
Milo Moiser,2564,102126,102126 - Maple
Lewiss Al Hirsi,2583,102125,102125 - Raven
Karrie Greenway,2584,102124,102124 - Ridgeview
Hoyt Reimers,2318,102123,102123 - Westridge
Elianore Saturley,2388,102122,102122 - Sunnyside
Karrie Greenway,2584,102121,102121 - Bunting
Lewiss Al Hirsi,2583,102120,102120 - School
Wilmette Moen,2279,102119,102119 - Golf View
Douglass Baake,2364,102118,102118 - Schlimgen
Tasia Fradson,2037,102117,102117 - Declaration
Albie Petracchi,2361,102116,102116 - Morning
Douglass Baake,2364,102115,102115 - Lighthouse Bay
Lewiss Al Hirsi,2583,102114,102114 - Cottonwood
Curry Jowett,2386,102113,102113 - Marquette
Ailee Kobpac,2017,102112,102112 - Stang
Chrisy Buscher,2018,102111,102111 - Laurel
Lewiss Al Hirsi,2583,102110,102110 - Arapahoe
Curry Jowett,2386,102109,102109 - Autumn Leaf
Devan Christophers,2269,102108,102108 - Springview
Devland Hulks,2243,102107,102107 - Brentwood
Vivienne Plum,2140,102106,102106 - Swallow
Ricki Winspurr,2369,102105,102105 - Nova
Vivienne Plum,2140,102104,102104 - Hermina
Stanwood Kleszinski,2460,102103,102103 - Sutteridge
Betta Capewell,2175,102102,102102 - Westerfield
Goldina Garred,2150,102101,102101 - Montana
Ricki Winspurr,2369,102100,102100 - Fairview
Abbi Sher,2035,102099,102099 - Twin Pines
Laird O'Brogane,2468,102098,102098 - Coleman
Elianore Saturley,2388,102097,102097 - Riverside
Elianore Saturley,2388,102096,102096 - Menomonie
Lyndel Farrear,2105,102095,102095 - Melby
Reese Gasnell,2245,102094,102094 - Di Loreto
Celia Hagergham,2430,102094,102094 - Di Loreto
Laird O'Brogane,2468,102093,102093 - Beilfuss
Xena Graine,2143,102092,102092 - Pawling
Oberon Fuller,2610,102092,102092 - Pawling
Abbi Sher,2035,102091,102091 - 2nd
Wang Karby,2259,102090,102090 - Arkansas
Laird O'Brogane,2468,102089,102089 - Thompson
Estelle Clementel,2397,102088,102088 - Bashford
Jeniece Baniard,2503,102087,102087 - Crest Line
Creight Lawton,2652,102086,102086 - North
Xena Graine,2143,102085,102085 - Donald
Stanislas Caughte,2560,102084,102084 - Menomonie
Elianore Saturley,2388,102083,102083 - Arkansas
Xena Graine,2143,102082,102082 - Old Gate
Ben Ragot,2104,102081,102081 - Browning
Gale Reader,2461,102080,102080 - Di Loreto
Abbi Sher,2035,102079,102079 - Oriole
Germaine Ower,2039,102078,102078 - 4th
Ricki Winspurr,2369,102077,102077 - Doe Crossing
Ben Ragot,2104,102076,102076 - American Ash
Mayor Swenson,2424,102075,102075 - Barnett
Celia Hagergham,2430,102074,102074 - Elka
Ricki Winspurr,2369,102073,102073 - Eggendart
Enrika Terrelly,2125,102072,102072 - Cottonwood
Oberon Fuller,2610,102071,102071 - Maryland
Ben Ragot,2104,102070,102070 - Transport
Wang Karby,2259,102069,102069 - Mosinee
Bianca Bonnick,2548,102068,102068 - Golf
Berenice Beverstock,2338,102067,102067 - Ohio
Abrahan Tarply,2200,102066,102066 - Atwood
Vanni Piscopo,2507,102065,102065 - La Follette
Egbert Tissier,2372,102064,102064 - Longview
Ben Ragot,2104,102063,102063 - Brown
Lyndel Farrear,2105,102062,102062 - Leroy
Chrissy Shields,2008,102061,102061 - Superior
Xena Graine,2143,102060,102060 - Sloan
Mayor Swenson,2424,102059,102059 - Loftsgordon
Lyndel Farrear,2105,102058,102058 - Birchwood
Egbert Tissier,2372,102057,102057 - New Castle
Evvie Culver,2134,102056,102056 - Northridge
Jeniece Baniard,2503,102055,102055 - Scofield
Suzie Hustings,2385,102054,102054 - Mayer
Pippo Coldman,2533,102053,102053 - Blue Bill Park
Estevan Wollen,2416,102052,102052 - Rieder
Ricki Winspurr,2369,102051,102051 - Onsgard
Ofella Skatcher,2435,102050,102050 - Swallow
Gale Reader,2461,102049,102049 - Graceland
Xena Graine,2143,102048,102048 - Westerfield
Xena Graine,2143,102047,102047 - Sugar
Germaine Ower,2039,102046,102046 - Blaine
Ambrosius Bargh,2277,102045,102045 - Bonner
Thibaud Grimsdith,2321,102044,102044 - 3rd
Ben Ragot,2104,102043,102043 - Melvin
Laird O'Brogane,2468,102042,102042 - Hayes
Germaine Ower,2039,102041,102041 - Talisman
Abrahan Tarply,2200,102040,102040 - Truax
Maye Deuss,2353,102039,102039 - Hanover
Niven Gowling,2001,102038,102038 - Blaine
Devan Christophers,2269,102037,102037 - Manley
Ben Ragot,2104,102036,102036 - Oak Valley
Estevan Wollen,2416,102035,102035 - Fremont
Xena Graine,2143,102034,102034 - Burrows
Xena Graine,2143,102033,102033 - Dovetail
Xena Graine,2143,102032,102032 - Heffernan
Berenice Beverstock,2338,102031,102031 - Starling
Lyndel Farrear,2105,102030,102030 - Rigney
Mayor Swenson,2424,102029,102029 - 6th
Estelle Clementel,2397,102028,102028 - Menomonie
Whitney Phette,2174,102027,102027 - Superior
Maye Deuss,2353,102026,102026 - Kinsman
Estelle Clementel,2397,102025,102025 - Thierer
Xena Graine,2143,102024,102024 - Fair Oaks
Niven Gowling,2001,102023,102023 - Trailsway
Ben Ragot,2104,102022,102022 - Debra
Reese Gasnell,2245,102021,102021 - Charing Cross
Ben Ragot,2104,102020,102020 - Montana
Selia Woolerton,2443,102019,102019 - Havey
Etti Theakston,2091,102018,102018 - Twin Pines
Xena Graine,2143,102017,102017 - Helena
Laurie Lunk,2599,102016,102016 - Westerfield
Cass Broxholme,2413,102015,102015 - Melvin
Mord McTerry,2551,102014,102014 - Hintze
Estevan Wollen,2416,102013,102013 - Porter
Pippo Coldman,2533,102012,102012 - Center
Celia Hagergham,2430,102011,102011 - Utah
Vanni Piscopo,2507,102010,102010 - Acker
Bianca Boyne,2273,102009,102009 - Pond
Celia Hagergham,2430,102008,102008 - Corry
Suzie Hustings,2385,102007,102007 - Rieder
Wang Karby,2259,102006,102006 - Macpherson
Niven Gowling,2001,102005,102005 - Lillian
Chrissy Shields,2008,102004,102004 - Hooker
Dukey Livingstone,2153,102003,102003 - Springview
Daniel Baggett,2513,102002,102002 - Comanche
Tory Holdworth,2291,102001,102001 - Anderson
Etti Theakston,2091,102000,102000 - Golden Leaf
Codi Worts,2570,101999,101999 - Waxwing
Reese Gasnell,2245,101998,101998 - Hermina
Ben Ragot,2104,101997,101997 - Schurz
Laird O'Brogane,2468,101996,101996 - Aberg
Xena Graine,2143,101995,101995 - Rutledge
Xena Graine,2143,101994,101994 - Division
Bianca Bonnick,2548,101993,101993 - Monument
Reese Gasnell,2245,101992,101992 - Spaight
Celia Hagergham,2430,101992,101992 - Spaight
Xena Graine,2143,101991,101991 - Maple
Gar Jeakins,2098,101990,101990 - Dawn
Vanni Piscopo,2507,101989,101989 - Lighthouse Bay
Ambrosius Bargh,2277,101988,101988 - Grayhawk
Estevan Wollen,2416,101987,101987 - Marcy
Estevan Wollen,2416,101986,101986 - Coleman
Ben Ragot,2104,101985,101985 - Pennsylvania
Reese Gasnell,2245,101984,101984 - Reinke
Xena Graine,2143,101983,101983 - Valley Edge
Morty Ridehalgh,2251,101982,101982 - Rowland
Abbi Sher,2035,101981,101981 - Shoshone
Pippo Coldman,2533,101980,101980 - Calypso
Wang Karby,2259,101979,101979 - Pankratz
Chrissy Shields,2008,101978,101978 - Vera
Berenice Beverstock,2338,101977,101977 - Bayside
Abrahan Tarply,2200,101976,101976 - Morrow
Niven Gowling,2001,101975,101975 - Johnson
Abrahan Tarply,2200,101974,101974 - Fairfield
Derrick Duffit,2274,101973,101973 - East
Berenice Beverstock,2338,101972,101972 - Eagan
Bianca Boyne,2273,101971,101971 - Twin Pines
Reese Gasnell,2245,101970,101970 - Waubesa
Celia Hagergham,2430,101970,101970 - Waubesa
Vanni Piscopo,2507,101969,101969 - Badeau
Reese Gasnell,2245,101968,101968 - Debs
Berenice Beverstock,2338,101967,101967 - Fremont
Goldina Garred,2150,101966,101966 - Waxwing
Codi Worts,2570,101965,101965 - Annamark
Christoph Wreak,2390,101964,101964 - Morrow
Mayor Swenson,2424,101963,101963 - Bobwhite
Osbourn Sharvell,2033,101962,101962 - Luster
Ambrosius Bargh,2277,101961,101961 - Warner
Corenda Kerwin,2596,101960,101960 - Hoard
Chrissy Shields,2008,101959,101959 - Dakota
Suzie Hustings,2385,101958,101958 - 1st
Maye Deuss,2353,101957,101957 - Scoville
Xena Graine,2143,101956,101956 - Twin Pines
Estelle Clementel,2397,101955,101955 - Lillian
Mayor Swenson,2424,101954,101954 - Bunker Hill
Maye Deuss,2353,101953,101953 - Moose
Jannelle Ryan,2648,101952,101952 - Katie
Evvie Culver,2134,101951,101951 - Westerfield
Selia Woolerton,2443,101950,101950 - Swallow
Egbert Tissier,2372,101949,101949 - West
Corenda Kerwin,2596,101948,101948 - Village
Xena Graine,2143,101947,101947 - Crest Line
Uriel Loxton,2124,101946,101946 - Hanover
Steven Boldock,2185,101945,101945 - Stang
Jannelle Ryan,2648,101945,101945 - Stang
Laird O'Brogane,2468,101944,101944 - Summit
Selia Woolerton,2443,101943,101943 - Eastwood
Ricki Winspurr,2369,101942,101942 - Oakridge
Bianca Boyne,2273,101941,101941 - Duke
Ben Ragot,2104,101940,101940 - Cordelia
Lita Danilchenko,2189,101939,101939 - Dexter
Estevan Wollen,2416,101939,101939 - Dexter
